State ID,State,Program Name,Type
6,California,Pacific Power - Home Energy Savings Program For Builders,Rebate Program
6,California,Azusa Light & Water - EV Charger Rebate,Rebate Program
6,California,Alameda Municipal Power - Electric Vehicle Rebate Program,Rebate Program
6,California,Burbank Water and Power - Electric Vehicle Charger Rebate,Rebate Program
6,California,Glendale Water and Power - Electric Vehicle Charging Station Rebate Program,Rebate Program
6,California,City of Palo Alto Utilities - PV Partners,Rebate Program
6,California,LADWP - Charge up LA Electric Vehicle Charger Rebate Program,Rebate Program
6,California,LADWP - Charge Up LA Used Electric Vehicle Program,Rebate Program
6,California,Los Angeles - Contractor Licensing,Solar/Wind Contractor Licensing
6,California,PG&E - EV Fleet Program,Rebate Program
6,California,PG&E - EV Fast Charge Program,Rebate Program
6,California,Burbank Water and Power - Solar Water Heater Rebate Program,Rebate Program
6,California,LADWP - Solar Incentive Program,Rebate Program
6,California,SCE - Residential Energy Efficiency Rebate Program,Rebate Program
6,California,City of Palo Alto Utilities - Solar Water Heating Program,Rebate Program
6,California,Public Interest Energy Research Grants (PIER),Grant Program
6,California,SMUD - Solar Water Heater Rebate Program,Rebate Program
6,California,Supplemental Energy Payments (SEPs),Performance-Based Incentive
6,California,Banning Electric Department - Solar Support Program,Rebate Program
6,California,Azusa Light & Water - Solar Partnership Program,Rebate Program
6,California,City of Lompoc Utilities - PV Rebate Program,Rebate Program
6,California,Truckee Donner PUD - Photovoltaic Buy Down Program,Rebate Program
6,California,City of San Jose - Municipal Green Building Program,Energy Standards for Public Buildings
6,California,Public Benefits Funds for Renewables and Efficiency,Public Benefits Fund
6,California,Energy Innovations Small Grant (EISG) Program,Grant Program
6,California,California Solar Initiative - Single-Family Affordable Solar Housing (SASH) Program,Rebate Program
6,California,Riverside Public Utilities - Energy Efficiency Construction Incentive,Rebate Program
6,California,Lodi Electric Utility - PV Rebate Program,Rebate Program
6,California,Plumas-Sierra REC - PV Rebate Program,Rebate Program
6,California,City of Anaheim - Green Building Program,Green Building Incentive
6,California,Solar Schools Program,Rebate Program
6,California,Roseville Electric - Solar Rebate Program,Rebate Program
6,California,Plumas-Sierra REC - Geothermal and Photovoltaic Leasing Program,Leasing Program
6,California,Agricultural Biomass to Energy Program,Performance-Based Incentive
6,California,SMUD - PV Pioneer II Loan,Loan Program
6,California,Hercules Municipal Utility - Residential Energy Efficiency Rebate Program,Rebate Program
6,California,Anaheim Public Utilities - EV Fleet Charger and Infrastructure Rebate,Rebate Program
6,California,SDG&E - Champions for Clean Air Program,Rebate Program
6,California,Hercules Municipal Utility - PV Rebate Program,Rebate Program
6,California,City of Costa Mesa - Fee Waiver for Green Building,Green Building Incentive
6,California,City of San Francisco - Solar Energy Incentive Program,Rebate Program
6,California,City of Palo Alto Utilities - Renewable Energy Credit Purchase Program,Performance-Based Incentive
6,California,Riverside Public Utilities - Non-Residential PV Incentive Program,Rebate Program
6,California,Renewable Market Adjusting Tariff (ReMAT),Performance-Based Incentive
6,California,Merced Irrigation District - PV Buydown Program,Rebate Program
6,California,Plumas-Sierra REC - Residential Energy Efficiency Rebate Program,Rebate Program
6,California,City of Healdsburg - PV Incentive Program,Rebate Program
6,California,SMUD - Residential Solar Loan Program,Loan Program
6,California,SCE - Charge Ready Program,Rebate Program
7,Colorado,Property Tax Exemption for Community Solar Gardens,Property Tax Incentive
7,Colorado,Gunnison County - Energy Smart Colorado Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Colorado Springs Utilities - Residential Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Estes Park Light and Power - Commercial and Industrial Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Income Tax Credit Carryover,Personal Tax Credit
7,Colorado,Renewable Energy and Energy Efficiency for Schools Loan,Loan Program
7,Colorado,Xcel Energy - Commercial Energy Efficiency Financing,Loan Program
7,Colorado,Eagle County - Energy Smart Colorado Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Colorado Springs Utilities - Commercial Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Empire Electric Association - Net Metering,Net Metering
7,Colorado,Gunnison County - Energy Smart Colorado Renewable Energy Rebate Program,Rebate Program
7,Colorado,Lake County - Energy Smart Colorado Energy Efficiency Rebate Program,Rebate Program
7,Colorado,City of Aspen and Pitkin County - Renewable Energy Mitigation Program Grants,Grant Program
7,Colorado,Lake County - Energy Smart Colorado Renewable Energy Rebate Program,Rebate Program
7,Colorado,Summit County - Energy Smart Colorado Renewable Energy Rebate Program,Rebate Program
7,Colorado,Holy Cross Energy - Commercial Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Summit County - Energy Smart Colorado Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Fort Collins - Electric Energy Supply Policy,Renewables Portfolio Standard
7,Colorado,Energy Smart Colorado Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Xcel Energy - Solar Rewards Program,Performance-Based Incentive
7,Colorado,San Miguel Power Association - Net Metering,Net Metering
7,Colorado,Greening of State Government,Energy Standards for Public Buildings
7,Colorado,Colorado Electric Cooperatives - Interconnection Standards,Interconnection
7,Colorado,Xcel Energy - Interconnection Standards,Interconnection
7,Colorado,Xcel Energy - Solar*Rewards Program,Performance-Based Incentive
7,Colorado,,Energy Standards for Public Buildings
7,Colorado,Adams County - Energy from Community Solar Gardens,Energy Standards for Public Buildings
7,Colorado,Colorado Springs Utilities - Renewable Energy Rebate Program,Rebate Program
7,Colorado,Xcel Energy - Residential Energy Efficiency Rebate Programs,Rebate Program
7,Colorado,EZ Investment Tax Credit Refund for Renewable Energy Projects,Corporate Tax Credit
7,Colorado,Xcel Energy - Commercial Energy Efficiency Rebate Programs,Rebate Program
7,Colorado,SourceGas - Residential Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Interconnection Standards,Interconnection
7,Colorado,Denver - Solar Contractor Licensing,Solar/Wind Contractor Licensing
7,Colorado,Denver - Solar Access,Solar/Wind Access Policy
7,Colorado,Xcel Energy - Non-Solar REC Program,Performance-Based Incentive
7,Colorado,Fort Collins Utilities - Home Efficiency Loan Program,Loan Program
7,Colorado,Longmont Power & Communications - Net Metering,Net Metering
7,Colorado,City and County of Denver - Denver Energy Challenge for Residents,Rebate Program
7,Colorado,Fort Collins Utilities - Commercial and Industrial Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Empire Electric Association - Commercial Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Green Colorado Credit Reserve,Loan Program
7,Colorado,Grand Valley Rural Electric Association - Net Metering,Net Metering
7,Colorado,La Plata Electric Association - Net Metering,Net Metering
7,Colorado,Colorado Residential Energy Upgrade (RENU) Loan program,Loan Program
7,Colorado,City and County of Denver - Solar Panel Permitting,Solar/Wind Permitting Standards
7,Colorado,Colorado Springs Utilities - Home Improvement Financing,Loan Program
7,Colorado,Xcel Energy - Residential Energy Efficiency Financing,Loan Program
7,Colorado,City and County of Denver - Elevations Energy Loans,Loan Program
7,Colorado,Efficiency Works - Business Energy Efficiency Rebate Program (Offered by 4 Utilities),Rebate Program
7,Colorado,Boulder County - Elevations Energy Loans,Loan Program
7,Colorado,Colorado Springs Utilities - Net Metering,Net Metering
7,Colorado,Efficiency Works - Commercial New Construction Incentive Program,Rebate Program
7,Colorado,Efficiency Works - Residential Energy Efficiency Rebate Program (Offered by 4 Utilities),Rebate Program
7,Colorado,Fort Collins Utilities - Residential Energy Efficiency Rebate Program,Rebate Program
7,Colorado,San Isabel Electric Association - Residential Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Eagle County - Energy Smart Colorado Renewable Energy Rebate Program (Duplicate),Rebate Program
7,Colorado,Energy Savings Mortgage Incentive for New Homes,Loan Program
7,Colorado,Longmont Power & Communications - Residential and Commercial Appliance Rebate Program,Rebate Program
7,Colorado,Local Option - Sales and Use Tax Exemption for Renewable Energy Systems,Sales Tax Incentive
7,Colorado,Southeast Colorado Power Association - Energy Efficiency Rebate Program,Rebate Program
7,Colorado,City of Lakewood - Solar Permit Fee Rebate,Rebate Program
7,Colorado,Fort Collins Utilities - Net Metering,Net Metering
7,Colorado,City of Lakewood - DIY Attic Insulation Rebate,Rebate Program
7,Colorado,City of Aurora - Solar Permit Offset and Energy Audit Rebate,Rebate Program
7,Colorado,City of Aurora - Main Street Commercial Energy Efficiency & Conservation Rebate Program,Rebate Program
7,Colorado,Denver - Green Power Purchasing,Green Power Purchasing
7,Colorado,City of Aurora - Residential Energy Efficiency & Conservation Rebate Program,Rebate Program
7,Colorado,Fort Collins Utilities - Efficiency Works - Commercial Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Fort Collins Utilities - Home Efficiency Program,Rebate Program
7,Colorado,Longmont Power & Communications - CFL Instant Rebate Program,Rebate Program
7,Colorado,Colorado - Commercial Renewable Energy Rebate Program,Rebate Program
7,Colorado,Colorado - Residential Renewable Energy Rebate Program,Rebate Program
7,Colorado,Poudre Valley REA - Photovoltaic Rebate Program,Rebate Program
7,Colorado,Colorado - Residential Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Boulder County - Partners for a Clean Environment (PACE) rebates,Rebate Program
7,Colorado,Local Option - Property Tax Exemption for Renewable Energy Systems,Property Tax Incentive
7,Colorado,City of Boulder - Solar Sales and Use Tax Rebate,Sales Tax Incentive
7,Colorado,Eagle County - Eagle County Efficient Building Code (ECO-Green Build),Building Energy Code
7,Colorado,Property Tax Exemption for Third Party-Owned Residential Photovoltaics,Property Tax Incentive
7,Colorado,City of Aspen - Renewable Energy Goal,Renewables Portfolio Standard
7,Colorado,Holy Cross Energy - Renewable Energy Rebate Program,Rebate Program
7,Colorado,San Miguel Power Association - Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Denver - Sustainable Building Guidelines,Energy Standards for Public Buildings
7,Colorado,City of Boulder - Climate Action Plan Fund,Public Benefits Fund
7,Colorado,Roaring Fork Valley - Energy Efficient Appliance Program,Rebate Program
7,Colorado,City of Boulder - Green Points Building Program,Building Energy Code
7,Colorado,San Miguel Power Association - Renewable Energy Rebate Program,Rebate Program
7,Colorado,United Power - Renewable Energy Rebate Program,Rebate Program
7,Colorado,,Property Tax Assessment
7,Colorado,Renewable Energy Property Tax Assessment,Property Tax Incentive
7,Colorado,Black Hills Energy (Electric) - Residential Energy Efficiency Program,Rebate Program
7,Colorado,Black Hills Energy (Electric) - Commercial Energy Efficiency Program,Rebate Program
7,Colorado,Sangre De Cristo Electric Association - Energy Efficiency Credit Program,Rebate Program
7,Colorado,Colorado Springs Utilities - Builder Incentive Program,Rebate Program
7,Colorado,Property Tax Exemption for Residential Renewable Energy Equipment,Property Tax Incentive
7,Colorado,Douglas County - Residential Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Longmont Power & Communications - Efficiency Works for Business Rebate Program,Rebate Program
7,Colorado,La Plata Electric Association - Renewable Generation Rebate Program,Rebate Program
7,Colorado,Sales Tax Exemption for Energy Storage Systems,Sales Tax Incentive
7,Colorado,Utility PV Rebate,Rebate Program
7,Colorado,Black Hills Energy (Gas) - Residential Energy Efficiency Program,Rebate Program
7,Colorado,Renewable Energy Standard,Renewables Portfolio Standard
7,Colorado,Southeast Colorado Power Association - Renewable Energy Rebate,Rebate Program
7,Colorado,Local Small Wind Rebate Programs,Rebate Program
7,Colorado,Aspen Electric - Net Metering,Net Metering
7,Colorado,Empire Electric Association - Residential Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Delta-Montrose Electric Association - Residential Weatherization Rebate Program,Rebate Program
7,Colorado,La Plata Electric Association - Residential Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Local Option - Improvement Districts for Energy Efficiency and Renewable Energy Improvements,PACE Financing
7,Colorado,City of Denver - Green Building Ordinance,Building Energy Code
7,Colorado,Sales and Use Tax Exemption for Renewable Energy Equipment,Sales Tax Incentive
7,Colorado,Gunnison County Electric - Residential Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Colorado Natural Gas - Energy Efficiency Rebate Program,Rebate Program
7,Colorado,SourceGas - Commercial Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Atmos Energy (Gas) - Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Boulder County - ClimateSmart Loan Program,PACE Financing
7,Colorado,Xcel Energy - Net Metering,Net Metering
7,Colorado,Black Hills Energy (Electric) - Residential Efficiency Program for Builders,Rebate Program
7,Colorado,Black Hills Energy (Gas) - Commercial Energy Efficiency Program,Rebate Program
7,Colorado,Solar Construction Permitting Standards,Solar/Wind Permitting Standards
7,Colorado,City of Boulder - Solar Grant Program,Grant Program
7,Colorado,Net Metering,Net Metering
7,Colorado,Tax Credit for Residential Energy Storage Systems,Personal Tax Credit
7,Colorado,Mandatory Photovoltaic System Cost Estimate,Line Extension Analysis
7,Colorado,Colorado Solar/Wind Easements and Rights Law,Solar/Wind Access Policy
7,Colorado,Sustainable Rebuilding Program,Grant Program
7,Colorado,Sustainable Rebuilding Program,Loan Program
7,Colorado,Fort Collins - Green Building Requirement for City-Owned Buildings,Energy Standards for Public Buildings
7,Colorado,Aspen Solar Pioneer Program - PV Production Incentive,Performance-Based Incentive
7,Colorado,City of Boulder - Green Power Purchasing,Green Power Purchasing
7,Colorado,New Energy Economic Development Grant Program,Grant Program
7,Colorado,Clean Energy Fund,Public Benefits Fund
7,Colorado,City of Denver - Green Building Requirement for City-Owned Buildings,Energy Standards for Public Buildings
7,Colorado,Xcel Energy - Home Performance with ENERGY STAR,Rebate Program
7,Colorado,Morgan County REA - Efficiency Credit/Rebate Programs,Rebate Program
7,Colorado,Local PV Rebate Programs,Rebate Program
7,Colorado,Local Solar Water Heating Rebate Programs,Rebate Program
7,Colorado,,Other Incentive
7,Colorado,Local Insulation Rebate Programs,Rebate Program
7,Colorado,Colorado Clean Energy Fund,Public Benefits Fund
7,Colorado,City of Aspen and Pitkin County - Renewable Energy Mitigation Program,Building Energy Code
7,Colorado,Mandatory Green Power Option for Large Municipal Utilities,Mandatory Utility Green Power Option
7,Colorado,Holy Cross Energy - EV Charger Incentives,Rebate Program
7,Colorado,Can Do Colarado eBike Pilot Program,Grant Program
7,Colorado,Delta-Montrose Electric Association - Residential GeoExchange Loan Program,Loan Program
7,Colorado,Holy Cross Energy - Residential Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Holy Cross Energy - Commercial and Industrial Grant Program,Grant Program
7,Colorado,City and County of Denver - Denver Energy Challenge for Businesses,Rebate Program
7,Colorado,Xcel Energy (Gas) - Residential Energy Efficiency Rebate Programs,Rebate Program
7,Colorado,City of Aspen - Rebate Program,Rebate Program
7,Colorado,Delta-Montrose Electric Association - Commercial Energy Efficiency Rebate Program,Rebate Program
7,Colorado,United Power - Commercial and Industrial Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Community Solar Gardens and Community Geothermal Gardens,Community Solar Rules
7,Colorado,"Mountain View Electric Association, Inc - Energy Efficiency Rebates Program",Rebate Program
7,Colorado,Poudre Valley REA - Residential Energy Efficiency Rebate Program,Rebate Program
7,Colorado,United Power - Residential Energy Efficient Appliance Rebate Program,Rebate Program
7,Colorado,Delta-Montrose Electric Association - Net Metering,Net Metering
7,Colorado,Boulder County - EnergySmart Residential Energy Efficiency Loan Program,Loan Program
7,Colorado,Electric Vehicle Fast-Charging Plazas Program,Grant Program
7,Colorado,Boulder County - EnergySmart Residential Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Energy Impact Assistance Fund Grant Program,Grant Program
7,Colorado,Eagle County - Solar Energy Rebate Program,Rebate Program
7,Colorado,Alternative Fuel Vehicle and Refueling - Personal Tax Credit,Personal Tax Credit
7,Colorado,La Plata Electric Association - Commercial Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Fuel Mix Disclosure,Generation Disclosure
7,Colorado,Roaring Fork Valley - Energy Smart Colorado Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Poudre Valley REA - Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Loveland Water & Power - Refrigerator Recycling Program,Rebate Program
7,Colorado,Electric Vehicle Income Tax Credit,Personal Tax Credit
7,Colorado,San Isabel Electric Association - Commercial Lighting Rebate Program,Rebate Program
7,Colorado,Atmos Energy (Gas) - Commercial and Industrial Energy Efficiency Rebate Program,Rebate Program
7,Colorado,San Isabel Electric Association - Electric Vehicle Incentives,Rebate Program
7,Colorado,City of Aspen - Commercial Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Gunnison County Electric - Renewable Energy Resource Loan,Loan Program
7,Colorado,Alternative Fuel Vehicle and Refueling - Corporate Tax Credit,Corporate Tax Credit
7,Colorado,Charge Ahead Colorado,Grant Program
7,Colorado,Residential Energy Upgrade (RENU) Loan Program,Loan Program
7,Colorado,ALT Fuels Colorado,Grant Program
7,Colorado,Longmont Power & Communications - Residential Energy Efficiency Grant Program,Grant Program
7,Colorado,Xcel Energy (Gas) - Commercial Energy Efficiency Rebate Programs,Rebate Program
7,Colorado,Energy Savings Mortgage Incentive for Existing Homes,Loan Program
7,Colorado,Aspen - Solar Power Pioneer Loan Program,Loan Program
7,Colorado,Loveland Water & Power - Commercial and Industrial Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Loveland Water & Power - Commercial Cooling Efficiency Program,Rebate Program
7,Colorado,Gunnison County Electric - Electric Vehicle Rebates,Rebate Program
7,Colorado,Black Hills Energy - Ready EV Electric Vehicle Charging Rebate,Rebate Program
7,Colorado,Black Hills Energy - Solar Power Program,Performance-Based Incentive
7,Colorado,City of Boulder - Solar Access Ordinance,Solar/Wind Access Policy
7,Colorado,Alternative Fuel Vehicle Rebate,Rebate Program
7,Colorado,Highline Electric Association - Renewable Energy Rebate Program,Rebate Program
7,Colorado,Direct Lending Revolving Loan Program,Loan Program
7,Colorado,Colorado Appliance and Equipment Energy Efficiency Standards,Appliance/Equipment Efficiency Standards
7,Colorado,Holy Cross Energy - Net Metering,Net Metering
7,Colorado,Gunnison County Electric - Net Metering,Net Metering
7,Colorado,Energy Efficiency Resource Standard,Energy Efficiency Resource Standard
7,Colorado,Solar Contractor Training Programs,Solar/Wind Contractor Licensing
7,Colorado,Aspen - Grid-Tied Micro Hydro Grant,Grant Program
7,Colorado,Denver City - Municipal Renewable Energy Goal,Green Power Purchasing
7,Colorado,Loveland Water & Power - Residential Energy Efficiency Rebate Program,Rebate Program
7,Colorado,C-PACE: Colorado Commercial Property Assessed Clean Energy,PACE Financing
7,Colorado,Boulder County - EnergySmart Commercial Energy Efficiency Rebate Program,Rebate Program
7,Colorado,Aspen and Pitkin County - Efficient Building Program,Building Energy Code
7,Colorado,Roaring Fork Valley - Energy Smart Colorado Renewable Energy Rebate Program,Rebate Program
7,Colorado,Building Energy Code,Building Energy Code
7,Colorado,City of Aurora - Solar Domestic Water Heater Rebate,Rebate Program
8,Connecticut,Local Option - Residential Sustainable Energy Program,PACE Financing
8,Connecticut,Connecticut Light & Power - Energy Opportunities Efficiency Program,Rebate Program
8,Connecticut,Connecticut Light & Power - Commercial Energy Efficiency Rebates,Rebate Program
8,Connecticut,Connecticut Light & Power - Small Business Energy Advantage Program,Rebate Program
8,Connecticut,Connecticut Light & Power - Small Business Energy Advantage Program,Loan Program
8,Connecticut,Groton Utilities - Residential Energy Efficiency Rebate Program,Rebate Program
8,Connecticut,Groton Utilities - Commercial & Industrial Energy Efficiency Rebate Programs,Rebate Program
8,Connecticut,The United Illuminating Company - Express Lighting Rebate Program,Rebate Program
8,Connecticut,Local Option - Building Permit Fee Waivers for Renewable Energy Projects,Solar/Wind Permitting Standards
8,Connecticut,Connecticut Light & Power - Small Industrial and Commercial Energy Efficiency Loan Program,Loan Program
8,Connecticut,CCEF - Alpha Program,Industry Recruitment/Support
8,Connecticut,The United Illuminating Company - Small Business Energy Advantage Program,Rebate Program
8,Connecticut,Connecticut Light & Power - Express Rebate Programs,Rebate Program
8,Connecticut,Commercial and Industrial Rebate Program,Rebate Program
8,Connecticut,Low-Interest Loans for Customer-Side Distributed Resources,Loan Program
8,Connecticut,The United Illuminating Company - Energy Star Incentives Program,Rebate Program
8,Connecticut,,Other Incentive
8,Connecticut,Norwich Public Utilities - Commercial Energy Efficiency Rebate Program,Rebate Program
8,Connecticut,The United Illuminating Company - Energy Conscious Blueprint Rebate Program,Rebate Program
8,Connecticut,CT Solar Lease,Leasing Program
8,Connecticut,The United Illuminating Company - Energy Conscious Blueprint Grant Program,Grant Program
8,Connecticut,Residential Solar Investment Program,Rebate Program
8,Connecticut,The United Illuminating Company - MotorUp Commercial Rebate Program,Rebate Program
8,Connecticut,The United Illuminating Company - Cool Choice Commercial Energy Efficiency Rebate Program,Rebate Program
8,Connecticut,CCEF - Affordable Housing Initiative Solar PV Rebate Program,Rebate Program
8,Connecticut,Connecticut Natural Gas - Energy Conservation Program for State Facilities,Grant Program
8,Connecticut,Norwich Public Utilities (Electric) - Residential Energy Efficiency Rebate Program,Rebate Program
8,Connecticut,Norwich Public Utilities - Zero Percent Financing Program,Loan Program
8,Connecticut,Exemption from Electric Generation Tax,Sales Tax Incentive
8,Connecticut,Furnace and Boiler Replacement Rebate Program,Rebate Program
8,Connecticut,Energy Efficiency Fund (Electric) - Residential Heating and Cooling Rebates,Rebate Program
8,Connecticut,The United Illuminating Company - Energy Opportunities Program,Rebate Program
8,Connecticut,New Generation Energy - Community Food Service Efficiency Lending Program,Loan Program
8,Connecticut,Connecticut Natural Gas - Cooking and Water Heating Rebate Program,Rebate Program
8,Connecticut,New Generation Energy - Community Solar Lending Program,Loan Program
8,Connecticut,Community Innovations Grant Program,Grant Program
8,Connecticut,Commercial Solar Thermal Incentive Program,Grant Program
8,Connecticut,Energy Efficiency Fund (Gas) - Home Energy Solutions and Performance Programs,Rebate Program
8,Connecticut,Norwich Public Utilities (Gas) - Residential Energy Efficiency Rebate Program,Rebate Program
8,Connecticut,Litchfield Hills Region - Business Energy Efficiency Program,Rebate Program
8,Connecticut,Sales and Use Taxes for Items Used in Renewable Energy Industries,Industry Recruitment/Support
8,Connecticut,,Rebate Program
8,Connecticut,Energy Efficiency Fund (Electric and Gas) - Residential Energy Efficiency Financing,Loan Program
8,Connecticut,Connecticut Clean Energy Communities,Green Power Purchasing
8,Connecticut,Energy Efficiency Requirements for State Government,Energy Standards for Public Buildings
8,Connecticut,Renewable Portfolio Standards - Energy Efficiency Component,Energy Efficiency Resource Standard
8,Connecticut,CCEF - ARRA Commercial Solar PV Program,Grant Program
8,Connecticut,Connecticut Appliance and Equipment Energy Efficiency Standards,Appliance/Equipment Efficiency Standards
8,Connecticut,(Electric and Gas ) Home Energy Solutions Rebate Program,Rebate Program
8,Connecticut,Connecticut Light and Power (Electric) - Heating and Cooling Rebate Program,Rebate Program
8,Connecticut,(Electric and Gas)  Residential New Construction Program,Rebate Program
8,Connecticut,(Electric) Commercial and Industrial Energy Efficiency Programs,Rebate Program
8,Connecticut,Energy Efficiency Fund (Electric) - Commercial New Construction Rebate Program,Rebate Program
8,Connecticut,Combined Heat and Power Pilot Loan Program,Loan Program
8,Connecticut,Connecticut Light & Power - Small Business Energy Advantage Loan Program,Loan Program
8,Connecticut,Connecticut Light & Power - Energy Conscious Blueprint Grant Program,Grant Program
8,Connecticut,Energy Efficiency Fund,Public Benefits Fund
8,Connecticut,Combined Heat and Power Grant Program,Grant Program
8,Connecticut,Local Option - Commercial PACE Financing,PACE Financing
8,Connecticut,Connecticut Light & Power - ZREC and LREC Long Term Contracts,Performance-Based Incentive
8,Connecticut,The United Illuminating Company - ZREC and LREC Long Term Contracts,Performance-Based Incentive
8,Connecticut,Small Business Energy Advantage Loan Program,Loan Program
8,Connecticut,Local Option - Property Tax Exemption for Renewable Energy Systems,Property Tax Incentive
8,Connecticut,Connecticut Light & Power - Operation and Maintenance Program,Rebate Program
8,Connecticut,Solar Thermal Incentive Program,Rebate Program
8,Connecticut,CT Solar Loan,Loan Program
8,Connecticut,Smart-E loans,Loan Program
8,Connecticut,Geothermal Rebate Program,Rebate Program
8,Connecticut,Connecticut - Residential Energy-Efficient Appliance Rebates,Rebate Program
8,Connecticut,Connecticut Light & Power - Energy Conscious Blueprint Rebate Program,Rebate Program
8,Connecticut,Connecticut Light & Power - Residential New Construction Program,Rebate Program
8,Connecticut,The United Illuminating Company - Residential New Construction Program,Rebate Program
8,Connecticut,Connecticut Natural Gas - Custom Commercial Energy Efficiency Program,Rebate Program
8,Connecticut,Clean Energy On-Bill Financing,Loan Program
8,Connecticut,Yankee Gas - Custom Commercial Energy Efficiency Program,Rebate Program
8,Connecticut,Yankeegas -  Cooking and Water Heating Rebate Program,Rebate Program
8,Connecticut,Mass Energy - Renewable Energy Certificate Incentive,Performance-Based Incentive
8,Connecticut,(Gas) Commercial and Industrial Gas Rebate Program,Rebate Program
8,Connecticut,The United Illuminating Company - Summer Savers Rewards,Rebate Program
8,Connecticut,Local Option - Property Tax Exemption Cogeneration Systems,Property Tax Incentive
8,Connecticut,Connecticut Light & Power - Summer Saver Rewards,Rebate Program
8,Connecticut,OPM - Replacement Furnace Rebate Program,Rebate Program
8,Connecticut,Sales and Use Tax Exemption for Solar and Geothermal Systems,Sales Tax Incentive
8,Connecticut,Building Energy Code,Building Energy Code
8,Connecticut,The United Illuminating Company - Small ZREC Tariff,Performance-Based Incentive
8,Connecticut,Connecticut Light & Power - Small ZREC Tariff,Performance-Based Incentive
8,Connecticut,Southern Connecticut Gas - Custom Commercial Energy Efficiency Program,Rebate Program
8,Connecticut,CL&P - Residential Heating and Cooling Rebates,Rebate Program
8,Connecticut,DPUC - Capital Grants for Customer-Side Distributed Resources,Grant Program
8,Connecticut,Multifamily Energy Conservation Loan Program,Loan Program
8,Connecticut,Renewable Energy Investment Fund,Public Benefits Fund
8,Connecticut,Solar Access Law,Solar/Wind Access Policy
8,Connecticut,Connecticut Green Energy Building Solutions,Green Building Incentive
8,Connecticut,"CCEF - Commercial, Industrial, Institutional PV Grant Program",Grant Program
8,Connecticut,Connecticut Clean Energy Fund,Public Benefits Fund
8,Connecticut,Zero Interest Energy Efficiency Loan Program (Gas and Electric),Loan Program
8,Connecticut,Eversource - ZREC and LREC Long Term Contracts,Solar Renewable Energy Credit Program
8,Connecticut,Fuel Cell Initiative,Grant Program
8,Connecticut,Residential Renewable Energy Solutions,Net Metering
8,Connecticut,Eversource - Small ZREC Tariff,Solar Renewable Energy Credit Program
8,Connecticut,The United Illuminating Company - Small ZREC Tariff,Solar Renewable Energy Credit Program
8,Connecticut,Copy of CT Clean Energy Communities,Green Power Purchasing
8,Connecticut,Low-Income Multifamily Energy Loan Program,Loan Program
8,Connecticut,New Energy Technology Program,Industry Recruitment/Support
8,Connecticut,Combined Heat and Power Loan Program,Loan Program
8,Connecticut,Multifamily Sherpa Pre-Development Energy Loan Program,Loan Program
8,Connecticut,Performance based incentive for Combined Heat and Power Program,Performance-Based Incentive
8,Connecticut,Non-Residential Renewable Energy Solutions,Net Metering
8,Connecticut,Alternative Fuel Vehicles and Associated Equipment,Sales Tax Incentive
8,Connecticut,Connecticut Green Power Purchase Plan,Green Power Purchasing
8,Connecticut,Shared Clean Energy Facility (SCEF) Program,Community Solar Rules
8,Connecticut,Alternative Fueled Vehicle Incremental Cost Credit,Corporate Tax Credit
8,Connecticut,Diesel Emissions Mitigation Program,Grant Program
8,Connecticut,Alternative Fueled Vehicle Charging Station Credit,Corporate Tax Credit
8,Connecticut,Offshore Wind Energy Target,Offshore Wind Energy Target
8,Connecticut,Energy Conservation Loan,Loan Program
8,Connecticut,Renewables Portfolio Standard,Renewables Portfolio Standard
8,Connecticut,Energy Storage Goal,Energy Storage Target
8,Connecticut,Multifamily Navigator Pre-Development Energy Loan Program,Loan Program
8,Connecticut,Xcel Energy - Express Energy Efficiency,Rebate Program
8,Connecticut,The United Illuminating Company - ZREC and LREC Long Term Contracts,Solar Renewable Energy Credit Program
